src,tgt,complexity_score,quality_score,tagalog_complexity,is_augmented,uses_calamancy
"Lord , sign na ba to ? Char","lord , is this a sign ? kidding .",5.65,0.6,0.5,False,True
training naman ng first 3 months di ba ? Hahahahahahaha,"it  s just training for the first 3 months , right ? hahahahahahaha .",8.25,0.7,0.5,False,True
ako na 23 lang,me who only has 23 .,4.45,0.6,0.5,False,True
di ba bffs tayo mine na pi,"aren t we best friends ? mine now , please .",5.35,0.6,0.5,False,True
Di ba may paparinig lang naman ako na kanta eh,"i m just going to make you listen to a song , right ?",6.25,0.8,0.5,False,True
sabi nila 8 glasses a day di ba ...,"they say eight glasses a day , right ?",5.95,0.6,0.5,False,True
"Pansin nyo ba ? Bakit kapag BBM caravan bihira ang 4-wheeler vehicles , mas maraming motorsiklo / bike . Bakit kapag kay VP Leni maraming 4-wheeler ? 🤔","have you noticed ? why is it that during bbm caravans , there are rarely 4-wheeler vehicles , but more motorcycles / bikes ? why is it that with vp leni , there are many 4-wheelers ?",11.65,0.9,0.5,False,True
di ba pwedeng itigil muna ang mundo saglet kahit saglet lang,"can t the world just stop for a moment , even just for a moment ?",6.55,0.9,0.5,False,True
Yesss ! I love that line so much ! Yung WAB Eternal pin din super nice 🥺 where did you buy plssss,"yesss ! i love that line so much ! the wab eternal pin is also super nice . where did you buy it , please ?",9.85,0.8,0.5,False,True
Bazinga na nga lang,just bazinga then .,4.45,0.6,0.5,False,True
nakakainis kase eh di ba pwede na privacy nalang un ?,"it  s so annoying , can t that just be private ?",6.55,0.6,0.5,False,True
so true mukha tayong bata compared kay shane hesos … ALSO OFFICIAL NA ! ? ? ?,"so true , we look like kids compared to shane , jesus ... also , is it official now ! ? ? ?",8.35,0.6,0.5,False,True
Si crush po pinipili ko,i choose my crush .,4.75,0.8,0.5,False,True
TOTOO BA YON INISTORY NI KEN SI STELL HA .,is it true that ken posted a story about stell ?,6.25,0.6,0.5,False,True
feeling ko may ida - drop mamaya . 🤭,i feel like something will be dropped later .,5.95,0.8,0.5,False,True
sino ba naman ako para ayain kumain ng pares  di ba ? @SB19Official # SB19 # JOSHTIN,"who am i to be asked to eat pares , right ?",8.35,0.9,0.5,False,True
"Yeah , i don t buy   i don t have candidate yet   her husband is on the news & public affair so how come she haven t made her mind yet di ba , for me its given , very clear na who should be in the top post","yeah , i don t buy   i don t have a candidate yet .   her husband is in the news & public affairs , so how come she hasn t made up her mind yet , right ? for me , it  s a given , it  s very clear who should be in the top post .",17.95,0.8,0.5,False,True
pilitin nyo ko,force me .,4.15,0.8,0.5,False,True
hindi ko sure ..,i m not sure ..,4.45,0.6,0.5,False,True
aye mika na maganda di ba endgame sila .... di ba nagj - joke kalang,"hey , beautiful mika , aren t they endgame ... aren t you just joking ?",7.75,0.8,0.5,False,True
Pano sya nagnakaw ng boto ?,how did he steal votes ?,5.05,0.9,0.5,False,True
Di ba ko sanay da puyatan hmp,am i not used to staying up late ? hmp .,5.35,0.6,0.5,False,True
wag na magaral,don t study anymore .,4.15,0.8,0.5,False,True
Tapos na po ako jaan 🤧 🤧,i m done with that .,5.35,0.8,0.5,False,True
feeli ko may ida - drop mamaya . 🤭,i feel like something will be dropped later .,5.95,0.8,0.5,True,True
oo nga noh 🤣 masarap din yun,"oh yeah , that  s right . that  s also delicious .",5.35,0.8,0.5,False,True
tweet about it if ma try mo i’m curious 🤣 🤣,"tweet about it if you get to try it , i m curious .",8.55,0.8,0.5,False,True
kfc lang alam ko HAHAHA,"i only know kfc , hahaha .",4.75,0.6,0.5,False,True
ah di ba ? sumagot ka kasi kaya akala ko friends tayo de okay lang naman,"ah , right ? you answered , so i thought we were friends , but it  s okay .",8.05,0.8,0.5,False,True
di ba mcdo yung first na may ganito ?,isn t mcdo the first one to have something like this ?,5.95,0.8,0.5,False,True
Takang taka rin ako kasi ayun lang wala di ba ?,"i m also very puzzled because that  s the only one missing , right ?",6.55,0.8,0.5,False,True
hindi ata naisama sa select all nung inupload . 🤣,maybe it wasn t included in the   select all   when it was uploaded .,8.25,0.9,0.5,False,True
Di ba meron ka na ?,"you already have one , right ?",5.05,0.8,0.5,False,True
gyu i - post mo yan ah di ba pwede sige,"gyu , post that , okay ? can t you ? go ahead .",6.55,0.8,0.5,False,True
I thought I was the only one na uncomfy with that :((,i thought i was the only one who was uncomfortable with that .,6.85,0.8,0.5,False,True
Oo HAHAHAHAHAH parang mga little sisters lang tayo ni shane @cartkth pabili po ng pcs ate HAHAHA Soon to be official with crushie pero ako lang may alam HAHAHHAHA,"yes , hahahahahah , we re like shane  s little sisters , @cartkth , please buy us some pcs , ate , hahaha . soon to be official with my crush , but only i know , hahahhaha .",13.2,0.9,1.0,False,True
"Oo , dati pa nga yun di ba , so starlet pa sila nun ? Hindi kung kailan ka tumanda …","yes , that was a long time ago , right ? so they were still starlets then ? not when you got older ...",10.8,0.8,1.0,False,True
Di daw nakapremium si jinki ahahaha charot di ko rin alam,"they say jinki doesn t have premium , ahahaha , just kidding , i don t know either .",7.8,0.8,1.0,False,True
"Pero doki , yung mga nakapirma po kanino employees po sila ?","but doc , whose employees are the ones who signed ?",8.1,0.8,1.0,True,True
"Dapat sa kanila daw para gawing positive . Anyways , magaling naman sila mag alter ng results di ba ? Hahahahaha ... sample , 2016 VP Elections . 🤣 🤣 🤣 🤣","it should be with them so they can make it positive . anyways , they re good at altering results , right ? hahahahaha ... sample , 2016 vp elections .",16.1,0.9,1.0,False,True
kamuka ng tatay ni yanna,looks like yanna  s dad,6.0,0.7,1.0,False,True
@vicegandako ang ganda mo kanina,@vicegandako you were beautiful earlier .,6.0,0.7,1.0,False,True
sige harutan pa di ba ang saket nung nawala eme hahaha good evening ate nin,"go ahead , flirt more , wasn t it painful when it was gone ? just kidding , hahaha , good evening , ate nin .",9.0,0.9,1.0,False,True
  DI BA BHIE GINUSTO MO 2 ? PANINDIGAN MO,"didn t you want this , bhie ? stand by it .",7.2,0.6,1.0,False,True
sige harutan pa di ba ang saket nung nawala eme hahaha good eveni ate nin,"go ahead , flirt more , wasn t it painful when it was gone ? just kidding , hahaha , good evening , ate nin .",9.0,0.9,1.0,True,True
sameee pansin ko din !,"same , i noticed that too !",6.0,0.6,1.0,False,True
"di ba unang kita ko , long flight agad naisip ko","the first time i saw it , i immediately thought of   long flight   .",7.8,0.8,1.0,False,True
Hahahaha Present lagi ang WEi sa akin,"hahahaha , wei is always present for me .",6.6,0.7,1.0,False,True
taena kasi ang hirap hirap na haha,"damn , it  s just so hard now , haha .",8.6,0.7,1.0,False,True
Ang lapad ng likod !,his back is so wide !,6.0,0.7,1.0,False,True
"at least , may sinusuyo pa rin . di ‘ ba ? HAHAHAHA","at least , there  s still someone to woo . right ? hahahaha",10.4,0.8,1.0,False,True
DI BA ATE 🤣 . MEDYO LUMIKO NA NAMAN TAYO NG LANDAS HAHAHAHA,"right , sis ? we ve slightly strayed from the path again , hahahaha .",8.4,0.7,1.0,False,True
"Same . Sino nga ulit tayo ? Tayo   yung never nakita   yung self downloading Tiktok  di ba ? Now , here were are ... All because of DB ! 🥲 🥲","same . who are we again ? we re the ones who never saw ourselves downloading tiktok , right ? now , here we are ... all because of db !",13.8,0.8,1.0,False,True
"Ganduhhhhh , parang gantong design nalang gusgo ko dun sa rug","so beautiful , i think i want a design like this for the rug .",7.8,0.7,1.0,False,True
"Pero doki , yung mga nakapirma po kaninong employees po sila ?","but doc , whose employees are the ones who signed ?",8.1,0.8,1.0,False,True
Hahahaha . OKs Lang Yan . Judgemental talaga ang Twitter . Hoping okay Sila . Yun Lang gusto ko . Sana nagsabi no . Para naman di ako nag check acct . Pray for their happiness,hahahaha . that  s okay . twitter is really judgmental . hoping they re okay . that  s all i want . i wish they had said something . so i wouldn t have to check their account . pray for their happiness .,15.3,0.9,1.0,False,True
crush mo ko di ba ?,"you have a crush on me , right ?",6.3,0.6,1.0,False,True
Siguro next year di na ako busy sa work ? Hirap kapag magre - resign . Hhahah,maybe next year i won t be so busy with work ? it  s hard when you re resigning . hahaha .,9.6,0.9,1.0,False,True
Humihinga lang dahil uso po,just breathing because it  s the trend .,6.0,0.8,1.0,False,True
di ba pwede magdebut din enhypen sa pinas ganon liek nuba ASAP invite nyo naman to?@+ # !,"can t enhypen also debut in the philippines ? like , what  s up , asap , invite them , right ? !",9.9,0.9,1.0,False,True
Grabe ang hirap naman mag joke dito delulu na agad HAHAHAHHA,"wow , it  s so hard to make a joke here , they immediately call you delusional . hahahahha .",7.8,0.9,1.0,False,True
plastic mo sa correct answer e HAHAHAHAHHAHAHA,"you re so fake with the correct answer , hahaha .",8.6,0.7,1.0,False,True
they gave me : straight i am : they gave me : 5’0 ( tama di ba ? ! ? ? like we both smol ? ) i am : they gave me : taken ni jk tas nung crushie mo i believe i am : they gave me : filipino i am :,"they gave me : straight i am : they gave me : 5 0 ( that  s right , isn t it ? ! ? ? like we re both small ? ) i am : they gave me : taken by jk and your crush , i believe i am : they gave me : filipino i am :",20.7,0.8,1.0,False,True
Pinepressure na ata ako ng fb hahahahha,"i think fb is pressuring me , hahahahha .",6.6,0.7,1.0,False,True
they gave me : straight i am : straight they gave me : 5’0 ( tama di ba ? ! ? ? like we both smol ? ) i am : 4’11 - 5’0 nahiya height natin kay @cartkth HAHAHA they gave me : taken ni jk tas nung crushie mo i believe i am : taken by both they gave me : filipino i am : dalaga filipina,they gave me : straight i am : straight they gave me : 5 0 ( right ? ! ? ? like we both small ? ) i am : 4 11 - 5 0 our height is shy compared to @cartkth hahaha they gave me : taken by jk and your crushie i believe i am : taken by both they gave me : filipino i am : filipina lady,25.2,0.8,1.0,True,True
they gave me : straight i am : straight they gave me : 5’0 ( tama di ba ? ! ? ? like we both smol ? ) i am : 4’11 - 5’0 nahiya height natin kay @cartkth HAHAHA they gave me : taken ni jk tas nung crushie mo i believe i am : taken by both they gave me : filipino i am : dalagang filipina,they gave me : straight i am : straight they gave me : 5 0 ( right ? ! ? ? like we both small ? ) i am : 4 11 - 5 0 our height is shy compared to @cartkth hahaha they gave me : taken by jk and your crushie i believe i am : taken by both they gave me : filipino i am : filipina lady,25.2,0.8,1.0,False,True
ano b stan twt ng tatay mo,what  s your dad  s stan twitter ?,6.6,0.7,1.0,False,True
pero hindi suspended di ba ... ahu sana maretrieve :(,"but it  s not suspended , right ... ahu , i hope it can be retrieved .",7.5,0.8,1.0,False,True
ano ba dpat gawin ng kamao na to,"ano ba dpat gawin ng kamao na to , di ba dpat ang ate mo ? peru wla nmn nagawa to .",6.9,0.9,1.0,False,True
Masakit nga 🤧 my natutonan nman 🤧,"it hurts , but i learned something .",6.6,0.8,1.0,False,True
thanvina mo di ba kabit mo yan,"damn you , isn t that your mistress ?",6.6,0.6,1.0,False,True
ayaw po ata nila ng tamang sagot,it seems they don t want the correct answer .,6.6,0.9,1.0,False,True
Ano sir yung chicken niya I think is a thigh fillet so medyo juicy pa rin,the outside is the same flavor as the regular chicken joy pero hindi as crsipylicious ™ pero may parts nung skin na crispy naman hahaha,9.3,0.8,1.0,False,True
GAGO OO NGA YAAN MO NA PUTANGINAG DMI DMAING TWTS EH,"stupid , yeah , just leave it , fucking so many tweets .",7.8,0.8,1.0,False,True
"Halaaaaa . What happened beb ? Hope you re okay na , di ko to napansin kanina . 🥺 You know naman I m here di ba , same as you being there for me a while ago . Hugs beb . Ily ! ! 🤍","oh my . what happened , beb ? hope you re okay now , i didn t notice this earlier . you know i m here for you , right , same as you were there for me a while ago . hugs , beb . i love you ! !",18.3,0.8,1.0,False,True
tangina nadamay pa tatay ko,"damn it , my dad got involved .",6.0,0.8,1.0,False,True
bat stage 3 agad may di ba aq napanood .. HAHAHAHA,"why is it stage 3 already , did i miss something ? hahahaha .",9.05,0.8,1.5,False,True
hindi nya ba i2 nakikita 🤭,doesn t he see this ?,7.55,0.8,1.5,False,True
oo . baka naman kasi may ibang pinupush yung president ng fed . lol . usually ganyan . wala nagbago . kaya ganun pa din mga athletes . subpar . LOL,yeah . maybe the president of the fed is pushing someone else . lol . it  s usually like that . nothing has changed . that  s why the athletes are still the same . subpar . lol .,15.05,0.9,1.5,False,True
"ano ang rason at nagpa - drug test siya noong Nov . 10 ? para saan ang drug test na yan ? di naman requirement yan bilang kandidato , di ba ?","what was the reason for him taking a drug test on nov . 10 ? what was that drug test for ? it  s not a requirement for a candidate , right ?",15.35,0.9,1.5,False,True
Alam ko namang pag wala na namang jowa yan ichchat na naman ako nito HAHAHAHSHSH bahala ka dyan you had your chance,"i know that when he / she doesn t have a girlfriend / boyfriend anymore , he / she will chat me again . hahahahshsh , whatever , you had your chance .",12.35,0.8,1.5,False,True
I mean sa relasyon Pag sa ibang sitwasyon my nasaktan din akong damdamin,"i mean in a relationship . in other situations , i ve hurt someone  s feelings too .",9.65,0.9,1.5,False,True
okay so my sticker jewel case album already came and pulled a dotae omg but guess what i don t remember at all ordering this album,"okay so my sticker jewel case album already came and i pulled a dotae , oh my god , but guess what , i don t remember at all ordering this album .",13.55,0.8,1.5,False,True
ahh keri na at least inuwian hahah first tyo pc ko rin ata   to huhu,"ahh , it  s okay , at least someone came home , hahaha . i think this is my first taeyong pc too , huhu .",10.25,0.8,1.5,True,True
ahh keri na at least inuwian hahah first tyong pc ko rin ata   to huhu,"ahh , it  s okay , at least someone came home , hahaha . i think this is my first taeyong pc too , huhu .",10.25,0.8,1.5,False,True
