src,tgt
Kuh bakit nyo po ibinalita..hindi na naman matatanggqp ng mga fenk yan malamang sasabihin peke daw. Tanggapin nyo na lang kasi na negative sa drug test..kahit naman ano mangyari pag ayaw nyo kay BBM e hindi nyo naman iboboto yan di ba. Basta pag ayaw huwag iboto..ganun yun.,"Why did you report it? Their fans won't accept it; they'll probably say it's fake. Just accept that he tested negative for drugs. No matter what happens, if you don't like BBM, you won't vote for him anyway, right? If you don't like him, don't vote for him. That's it."
"gagu 'di ba bibili ka, ang mura lang oh","Damn, you were going to buy it, it's so cheap!"
"to conclude my defense, YOU HAVE NO ENOUGH evidence to call us ""UNANG MANG-ASAR"" nor our TWEETS. that's what i wanted to present ESSA!!","To conclude my defense, YOU HAVE NO ENOUGH evidence to call us ""UNANG MANG-ASAR"" nor our TWEETS. that's what i wanted to present ESSA!!"
MAG PALIWANAG DAW TAYO SA COURT ESSA,THEY SAY WE HAVE TO EXPLAIN OURSELVES IN COURT ESSA
pilitin nyo ko,Try to make me.
TANGINA,MOTHERFUCKER
"Why naman nag mura, Essa?","Why did you curse, Essa?"
kasi kamura-mura si,Because [name] is so cheap-looking
"age doesn't matter with respect, it goes both sides bae, it's voluntarily given, not forced","Age doesn't matter with respect, it goes both sides bae, it's voluntarily given, not forced"
'DI BA BHIE GINUSTO MO 2? PANINDIGAN MO,"RIGHT, BEST FRIEND, YOU WANTED IT 2? STAND BY IT"
sagutan n'yo nga mga friends bestiefy.com/q?=qjEgk,"Answer this, friends: bestiefy.com/q?=qjEgk"
mali mali 'yung tanong 3 ampota,"The questions are wrong, damn it."
"wala, fake friend ka lang","Never mind, you're just a fake friend."
friends pala tayo hindi ako informed,"So, we're friends? I wasn't informed."
ah di ba? sumagot ka kasi kaya akala ko friends tayo de okay lang naman,"Oh, right? You answered, so I thought we were friends. Never mind, it's okay."
kasalanan talaga nung site,It's really the site's fault.
"""You're not a grinch. You're a person who's coping with immense loss at the end of a challenging year.""","""You're not a grinch. You're a person who's coping with immense loss at the end of a challenging year."""
"di ako bitter sa paparating na namang holidays,,,more on galit and inggit ay cheka di ba yun same HAHASHSHD btw tumatanggap na po ako early xmas gifts kasi di pa sure if aabot ako tnx","I'm not bitter about the upcoming holidays,,, more on anger and envy--wait, aren't those the same, HAHASHSHD btw I'm accepting early xmas gifts because I'm not sure if I'll make it, thanks."
"Bakit lagi na lang sa tao ang sisi ano? 'Di ba dapat as public health professionals masmagalit doon sa gobyerno, corporations at policymakers na nagallow na mabuksan na ang malls all the while hindi pa ganoon kataas ang vaccination rate pero mataas ang covid deaths?","Why is it always the people who are blamed? Shouldn't public health professionals be angrier at the government, corporations, and policymakers who allowed the malls to open while the vaccination rate isn't that high but the Covid deaths are high?"
"Masmadali na lang talaga lagi bang sabihin 'Bahala kayo sobrang mahal po magpaospital ngayon grrrr kasalanan ninyo bakit may surge!!!!' kesa sabihin na 'Grabe talaga ang for-profit healthcare system, parang ang pasyente kong walang pera wala nang karapatang magpagamot!'????","Is it just easier to always say, 'It's up to you. It's so expensive to be hospitalized now, grrrr. It's your fault why there's a surge!!!!' than to say, ‘The for-profit healthcare system is terrible. It's like my patient who has no money has no right to get treated!'????"
"Tignan ninyo, ~nirereopen nga ng govt. ang economy~ out of pressure from big corpos and bureaucrat capitalists, pero IN THIS NOVEMBER 2021 may adequate and reliable nationwide FREE mass testing ba? Nabigyan na ba ng bakuna lahat ng edad at demographic sa lahat ng sulok ng bansa?","Look, the government is reopening the economy because of pressure from big corporations and bureaucrat capitalists, but IN THIS NOVEMBER 2021, is there adequate and reliable nationwide FREE mass testing? Have all ages and demographics in all corners of the country been given vaccines?"
'Di ba imbis na national effort that should be coming from the head of state (aka yung tuta sa Malacañang) bahala na lang kung magaling ang LGU mo o hindi? O kung maabot ka ng efforts ng OVP ni Leni? O kung may vaccination efforts ang kumpanyang pinagtatrabahuhan? 'Di ba?,"Instead of a national effort that should be coming from the head of state (aka the puppet in Malacañang), it's up to whether your LGU is good or not, right? Or whether the OVP's efforts can reach you? Or whether the company you work for has vaccination efforts, right?"
"'Di ba, kahit pa i-point-out na may vaccine hesitancy sa ilang populations, ang main issue pa rin talaga ay ang kakulangan ng vaccine supply at ang kabagalan ng roll-out nito? At ang contact tracing 'di naman talaga matino, tila nagagamit pa sa data breach ang info ng mga tao?","Even if we point out that there is vaccine hesitancy in some populations, the main issue is still the lack of vaccine supply and the slowness of the rollout, right? And the contact tracing isn't really good, it seems like people's information is even being used for data breaches?"
"Imbis na i-spend natin yung energy natin magalit sa mga tao na walang physical distancing, sino ba muna nagbukas ng mga mall? May mapupuntahan bang air-conditioned, highly susceptible to transmission places kung 'di pa binubuksan ang malls in the first place?","Instead of spending our energy getting mad at people who aren't practicing physical distancing, who opened the malls in the first place? Would there be places that are air-conditioned and highly susceptible to transmission if the malls weren't open in the first place?"
"At gets din na kailangan nang magtrabaho ng mga tao kasi sobrang hirap ng paralisado ang ekonomiya, pero dapat kasi pinaparisan ito ng gov't efforts na solusyonan ang pandemya. Simple lang e, sino ba may hawak ng budget at resources? Sino may hawak ng decision-making?","And I also understand that people need to work because the paralyzed economy is so difficult, but this should be accompanied by government efforts to solve the pandemic. It's simple, who holds the budget and resources? Who holds the decision-making?"
"'Di ba gobyerno? 'Di ba 'yang mga tarantadong nakaupo sa estadong nagpapakasasa sa bilyones ng Philhealth, Pharmally scandal at sandamukal pang scam at korapsyon sa gitna ng napakraming namamatay ngayong pandemya? 'Di ba nasa kanila ang pera? Sila rin nagbukas ng mall","Isn't it the government? Isn't it those scoundrels sitting in the state who are indulging in the billions of the Philhealth, Pharmally scandal, and countless other scams and corruption in the midst of so many deaths during this pandemic? Don't they have the money? They also opened the mall."
"Kasi ~pressured~ at gusto na nilang kumita ang mga negosyo nila habang nageenjoy pa rin sa kickback sa mga pondong dapat na ginagamit pangsolusyon sa pandemya. Tapos mahirap, magkulong sa bahay, wala kang mapapala. Lumabas ka nang bahay, may risk din magkasakit. Saan lulugar?","Because they are ~pressured~ and want their businesses to earn while still enjoying kickbacks from the funds that should be used to solve the pandemic. Then it’s hard, you stay at home, you gain nothing. You go out of the house, there's still a risk of getting sick. Where do you belong?"
"Nung hindi pa binubuksan ang malls, according to data, nasa top ang Pilipinas sa pinakamasunurin sa mask-wearing protocols. Yung kayang magpractice ng social distancing nagpapractice naman, sa gitna ng highly militarized lockdown sinikap rin na hindi lumabas nang bahay.","Before the malls were opened, according to data, the Philippines was at the top in terms of obedience to mask-wearing protocols. Those who could practice social distancing were doing so, and in the midst of the highly militarized lockdown, they also tried not to leave the house."
"Sa komyu kahit halos ka-size lang ng mga banyo ang mga kabahayan ng mga urban poor, sinisikap pa rin nilang maging malinis even without access to proper bathrooms and sanitation, and enough space for 'social distancing', with plastic wastes from the city surrounding them.","In the community, even though the houses of the urban poor are almost the size of bathrooms, they still try to be clean even without access to proper bathrooms and sanitation, and enough space for 'social distancing,' with plastic wastes from the city surrounding them."
"TL;DR: Sana i-spend na lang yung energy na igiit sa estadong panagutan ang kasalanan nito ngayong pandemya, kasi halos wala itong nagawang tama. Sayang energy manigaw ng 'KAYO DAHILAN NG SURGE PESTE KAYO!' sa mga nasa mall isa-isa. Akala ko rin dati productive 'yon, 'di pala.","TL;DR: I hope we just spend the energy to insist that the state take responsibility for its mistakes during this pandemic because it has hardly done anything right. It's a waste of energy to shout 'YOU ARE THE REASON FOR THE SURGE, YOU PESTS!' to the people in the mall one by one. I used to think that was productive, but it wasn't."
to me: Ano kakainin ko? Asan ang link? Ano oras yan? Message mo ako pag umpisa na? Bagay ba ang dress? Anong model ng iphone bilhin ko? Magkano at ano features niyan? Eh yung apple watch? Malinaw ba ang pagkakapicture ko sa sarili ko? Actually dame pa,"To me: What will I eat? Where's the link? What time is it? Message me when it starts? Does the dress look good? What model of iPhone should I buy? How much is it and what are its features? What about the Apple Watch? Is my selfie clear? Actually, many more."
"Pag napagod ka na kakasagot sa mga tanong ko, magpadala ka na lang ng jowa ah. Para may iba nang sasagot sa akin.","When you get tired of answering my questions, just send me a boyfriend. So, there's someone else to answer me."
Jusko po hahahaha Diyos ba ako? Sakin nanghingi ng jowa,"Oh my god hahahaha, am I God? Asking me for a boyfriend."
Eh ayun na nga... Mas malakas naman connection mo sa taas. Kaya ikaw na bahala dyan.,"Well, there you have it. You have a stronger connection to heaven. So, you take care of that."
Di ko alam si Circe pala ang Goddess of Guidance and Counseling,I didn't know Circe was the Goddess of Guidance and Counseling.
"HAHAHAHAHAHAHAHA Jusko pati pagpunta niya sa mall Magtatanong kung magmamall ba siya Lord, bigyan niyo nga jowa yan","HAHAHAHAHAHAHAHA Oh my god, even about going to the mall, she'll ask if she should go to the mall. Lord, please give her a boyfriend."
"Buti na nga yan kesa kinakausap ko ang sarili ko, di ba.","It's better than talking to myself, right."
Pwede din naman hahahaha,That's also possible hahahaha.
swerte naman mga nakakakuha signed polaroid sa enha albums grabe kau n,"Those who get signed Polaroids in the Enhypen albums are so lucky, you guys are amazing."
nakakahikayat bumili kaso paswertehan lang rin talaga e,"It's tempting to buy, but it really depends on luck."
ay....... nakakuha ka ba? di ba bumili ka marami !,Oh....... did you get one? Didn't you buy a lot!
"Anyes : Walaupun hanya NPC, but I love all of them! Karakter pendukung Grego di BA RES KRIM, mereka semua punya karakter yang aneh kayak Grego :"") seandainya masih ada anaknya XENA full team. Question : ""Ngga mau dimainin, Mbak?"" NOPE. karena bakal hilang esensinya. Hehehehe.","Anya: Even though they are just NPCs, but I love all of them! Grego's supporting characters in BA RES KRIM, they all have weird characters like Grego :"") if there was still XENA's children full team. Question: ""Don't want to play it, Mbak?"" NOPE. because the essence will be lost. Hehehehe."
ang gulo gulo ng wts tags grabeee di ba kayu nauumai,"The WTS (Want to Sell) tags are so messy, don't you get tired of it?"
psst! sino ka?,Psst! Who are you?
jowa po ni jungkook,Jungkook's girlfriend.
luh dami mong jowa tsk tsk,"Wow, you have so many boyfriends, tsk tsk."
talented naman mga jowa ko te bts tsaka enhypen ehe oh 'di ba,"My boyfriends are talented, BTS and Enhypen ehe, oh right?"
"ireto mo naman ako dun sa jung hoseok. idol ko yun eh, galing sumayaw tas ang gwapo pa",Please introduce me to Jung Hoseok. He's my idol; he's a great dancer and so handsome.
"ay te sorry, akin na kasi 'yon. hindi po ako nagsshare, pasensya na.","Oh, sorry, sis, that's already mine. I don't share, I apologize."
sabi nila 8 glasses a day di ba...,"They say eight glasses a day, right..."
"nag request ang mga fans na gawing matured si alden, oo nga ginawa syang barunbado na di naman bagay sa kanya, hahaha,at isa pa bakit ganun kinakain ang salita. ibalik nyo sa dating timeslot, di ba si alden yan, pang malakasan nga e, dinaig kapa ng girls TWBUSurfaceTension","The fans requested that Alden be made more mature, and they made him look like a rugged tough guy, which doesn't suit him at all, hahaha. And another thing, why are they going back on their word? Put him back in the old timeslot. Isn't that Alden? He's supposed to be a big hit, but he's even being outdone by the girls. #TWBUSurfaceTension"
