src,tgt
okaaaaay. tapos na akong manuod ng the princess switch 3 tas pota sa kanilang dalawa naman ako kinilig ngayon hahahahaha nakakarelax talaga tong movie na to simula pa tps1 huhu,"Okayyy. I'm done watching The Princess Switch 3, and damn, I'm swooning over the two of them now, hahahahaha. This movie is really relaxing, ever since TPS1, huhu."
kinikilig talaga ko buong araw hahaha,"I've been swooning all day, hahaha."
"bakit lagi na lang sa tao ang sisi ano? di ba dapat as public health professionals masmagalit doon sa gobyerno, corporations at policymakers na nagallow na mabuksan na ang malls all the while hindi pa ganoon kataas ang vaccination rate pero mataas ang covid deaths?","Why is it always the people who are blamed? Shouldn't public health professionals be angrier at the government, corporations, and policymakers that allowed malls to open while the vaccination rate isn't that high and COVID deaths are high?"
"masmadali na lang talaga lagi bang sabihin bahala kayo sobrang mahal po magpaospital ngayon grrrr kasalanan ninyo bakit may surge!!!! kesa sabihin na grabe talaga ang forprofit healthcare system, parang ang pasyente kong walang pera wala nang karapatang magpagamot!????","It's always easier to just say, 'It's your problem' when it's so expensive to be hospitalized now, grrrr! It's your fault why there's a surge!!!!' instead of saying, 'The for-profit healthcare system is terrible, it's like my penniless patients don't have the right to get treated!????'"
"tignan ninyo, nirereopen nga ng govt. ang economy out of pressure from big corpos and bureaucrat capitalists, pero in this november 2021 may adequate and reliable nationwide free mass testing ba? nabigyan na ba ng bakuna lahat ng edad at demographic sa lahat ng sulok ng bansa?","Look, the government is reopening the economy out of pressure from big corporations and bureaucrat capitalists, but in this November 2021, is there adequate and reliable nationwide free mass testing? Has everyone of all ages and demographics been vaccinated in every corner of the country?"
di ba imbis na national effort that should be coming from the head of state aka yung tuta sa malacañang bahala na lang kung magaling ang lgu mo o hindi? o kung maabot ka ng efforts ng ovp ni leni? o kung may vaccination efforts ang kumpanyang pinagtatrabahuhan? di ba?,"Instead of a national effort that should be coming from the head of state, aka that puppy in Malacañang, it's just 'good luck if your local government unit is good or not? Or if you can be reached by the efforts of Leni's office of the vice president? Or if the company you work for has vaccination efforts?' Right?"
"di ba, kahit pa ipointout na may vaccine hesitancy sa ilang populations, ang main issue pa rin talaga ay ang kakulangan ng vaccine supply at ang kabagalan ng rollout nito? at ang contact tracing di naman talaga matino, tila nagagamit pa sa data breach ang info ng mga tao?","Even if it's pointed out that there's vaccine hesitancy in some populations, the main issue is still the lack of vaccine supply and the slowness of its rollout, right? And contact tracing isn't really good; it seems like people's information is being used for data breaches?"
"imbis na ispend natin yung energy natin magalit sa mga tao na walang physical distancing, sino ba muna nagbukas ng mga mall? may mapupuntahan bang airconditioned, highly susceptible to transmission places kung di pa binubuksan ang malls in the first place?","Instead of spending our energy getting angry at people who aren't physically distancing, who opened the malls first? Would there be air-conditioned places highly susceptible to transmission if the malls hadn't been opened in the first place?"
"at gets din na kailangan nang magtrabaho ng mga tao kasi sobrang hirap ng paralisado ang ekonomiya, pero dapat kasi pinaparisan ito ng govt efforts na solusyonan ang pandemya. simple lang e, sino ba may hawak ng budget at resources? sino may hawak ng decisionmaking?","I also get that people need to work because the economy is so paralyzed, but that should be paired with government efforts to solve the pandemic. It's simple, who holds the budget and resources? Who holds the decision-making?"
"di ba gobyerno? di ba yang mga tarantadong nakaupo sa estadong nagpapakasasa sa bilyones ng philhealth, pharmally scandal at sandamukal pang scam at korapsyon sa gitna ng napakraming namamatay ngayong pandemya? di ba nasa kanila ang pera? sila rin nagbukas ng mall","Isn't it the government? Isn't it those jerks sitting in the state, indulging in the billions from PhilHealth, the Pharmally scandal, and countless other scams and corruption in the midst of so many deaths during this pandemic? Don't they have the money? They also opened the malls."
"kasi pressured at gusto na nilang kumita ang mga negosyo nila habang nageenjoy pa rin sa kickback sa mga pondong dapat na ginagamit pangsolusyon sa pandemya. tapos mahirap, magkulong sa bahay, wala kang mapapala. lumabas ka nang bahay, may risk din magkasakit. saan lulugar?","Because they're pressured and they want their businesses to earn while they're still enjoying the kickbacks from the funds that should be used to solve the pandemic. Then, if you're poor, you stay locked up at home, you won't gain anything. If you go out, there's also the risk of getting sick. Where do you belong?"
"nung hindi pa binubuksan ang malls, according to data, nasa top ang pilipinas sa pinakamasunurin sa maskwearing protocols. yung kayang magpractice ng social distancing nagpapractice naman, sa gitna ng highly militarized lockdown sinikap rin na hindi lumabas nang bahay.","Before the malls were opened, according to data, the Philippines was at the top in terms of being the most compliant with mask-wearing protocols. Those who could practice social distancing did, and in the midst of a highly militarized lockdown, they also tried not to leave the house."
"sa komyu kahit halos kasize lang ng mga banyo ang mga kabahayan ng mga urban poor, sinisikap pa rin nilang maging malinis even without access to proper bathrooms and sanitation, and enough space for social distancing, with plastic wastes from the city surrounding them.","In communities where houses are almost the size of bathrooms of the urban poor, they still try to be clean, even without access to proper bathrooms and sanitation, and enough space for social distancing, with plastic waste from the city surrounding them."
"tldr sana ispend na lang yung energy na igiit sa estadong panagutan ang kasalanan nito ngayong pandemya, kasi halos wala itong nagawang tama. sayang energy manigaw ng kayo dahilan ng surge peste kayo! sa mga nasa mall isaisa. akala ko rin dati productive yon, di pala.","To sum up, hopefully, we'll just spend the energy on demanding that the state take responsibility for its faults during this pandemic, because it has hardly done anything right. It's a waste of energy to shout, 'You're the reason for the surge, you pests!' at those in the mall one by one. I used to think that was productive, but it wasn't."
my eyes are swollen and then all of sudden yung plotwist?!?!??!?? i forgot mga pala super tindi ni ate seya sa mga plotwist.,"My eyes are swollen and then all of a sudden, the plot twist?!?!??!?? I forgot that Ate Seya's plot twists are super intense."
"hoy grabe magang maga talaga mata ko, hindi nalang ako matutulog para hindi halata bukas punyemas huhu ang ganda ganda.","Wow, my eyes are really swollen. I just won't sleep so it won't be obvious tomorrow, damn it, huhu. It's so beautiful."
"ilang taon man piliin mong wag umuwi mapapaisip ka talaga minsan , deserve ko ba talaga na hanggang ngyon eh hindi mo parin napipili ung sarili pra sumaya s kung anong meron ka ngyon.","No matter how many years you choose not to come home, you'll really wonder sometimes, do I really deserve that you still haven't chosen yourself up to now, to be happy with what you have now?"
"baka maging ia na ulet ako dito since simula na talaga ng 2nd quarter, kailangan ng magseryoso.",I might become inactive here again since the 2nd quarter has really started; I need to get serious.
hahahaha puta sakit talaga ng ulo ko.,"Hahaha, damn, my head really hurts."
iiyak nalang ako para maka tulog ako,I'll just cry so I can sleep.
"ala, iniisip ko lang bat ang layo natin sa isat isa","Geez, I'm just thinking about why we're so far apart."
"wala mahal, hayaan na okay lang naman ako, tulog ka na po ulit","It's alright, dear, don't worry. I'm okay, you can go back to sleep now."
salamat kase nakilala kita,Thank you for letting me meet you.
haahhahahaha bilis talaga pag pag kain,"Hahahahaha, it's so fast when it comes to food."
pag ito di pa talaga nanalo ewan ko nalang talaga sayo grammys hinayupak ka,"If this doesn't win, I don't know what to tell you, Grammy, you bastard."
palakasan nalang ng loob talaga hahaha,"You just really need to be strong, hahaha."
"im literally having a breakdown rn bc i have friends im talking to na super insecure sa self nila and i told them lots of things na but still not enough to give them confidence, i feel like im a non sense istg but, i cant blame them if thats what they feel","I'm literally having a breakdown right now because I have friends I'm talking to who are super insecure about themselves and I told them lots of things but still not enough to give them confidence. I feel like I'm nonsense, I swear, but I can't blame them if that's what they feel."
"its just sad na, i can literally saw them, theyre so fine tapos they cant absorb that fact, feel q ginawa q na best ko matulungan lang silang maappreciate self nila pero walang ganap dzai hahshahahaha k druhmuh m n sid bye","It's just sad that I can literally see them, they're so fine, and they can't absorb that fact. I feel like I did my best just to help them appreciate themselves, but nothing happened, girl, hahshahahaha, goodbye."
mapapa when u try ur best but u dont succeed by coldplay talaga q now hahshshaha,"I'm really feeling Coldplay's 'When you try your best but you don't succeed' right now, hahshshaha."
"emz, fix u yon, sino k dyan?,,,","Whatever, just fix it. Who’s that over there?"
tanginaaaa hahahahahhahahah ewan pero tangina talaga natatawa ko sayo kel hahahahhaha,"Goddamn it, hahaha, I don't know why but goddamn it, you really make me laugh, Kel, hahahaha."
kakatuleggg talaga mag solve pag madaling araw as in hahahahahaha.,"Solving things late at night is such a pain in the ass, seriously, hahaha."
morning ghorl talaga,"Good morning, girl."
oo sis jwu e hahahahahhahaha dina talaga nagbago si,"Yeah, sis, just woke up, hahaha. This person really hasn't changed."
"talaga hahahaha,, salamat sa lahat grammy btw, congratulations boys u deserved better 33","Really, hahaha. Thanks for everything, Grammy, by the way, congratulations boys, you deserved better."
