# of Actual Tweets,Twitter Links,id,split,Tweet Status,Original Taglish Tweet,Preprocessed Taglish Tweet,English Translation,Comments
,https://twitter.com/i/web/status/1463150582009454594,1.4631505820094543e+18,"(0.038461538461538464, 0.6153846153846154, 0.3076923076923077)",1,"#THATHSecretIsOut
@KapusoBrigade

@encabattalionkb
. Anung pakialam mo kung buntis ako di ba gusto mo na ipa annul ang kasal natin di mo ba alam kung gaano mo ko sinaktan Dom",thathsecretisout. anung pakialam mo kung buntis ako di'ba gusto mo na ipa annul ang kasal natin di mo ba alam kung gaano mo ko sinaktan dom.,,
,https://twitter.com/i/web/status/1463150435250970631,1.4631504352509706e+18,"(0.0, 1.0, 0.0)",1,Takang taka rin ako kasi ayun lang wala di ba?,takang taka rin ako kasi ayun lang wala di'ba.,"I'm so curious because it's just not there, right?",
,https://twitter.com/i/web/status/1463150355097669633,1.4631503550976696e+18,"(0.625, 0.375, 0.0)",0,,,,
,https://twitter.com/i/web/status/1463150331597049864,1.4631503315970499e+18,"(0.125, 0.5625, 0.25)",0,,,,
,https://twitter.com/i/web/status/1463150324739366925,1.463150324739367e+18,"(0.0, 0.6666666666666666, 0.3333333333333333)",0,,,,
,https://twitter.com/i/web/status/1463150225439158277,1.4631502254391583e+18,"(0.125, 0.5, 0.375)",1,"MAKIKITA MO! with matching pandidilat ng mata 
at hampas pa yan. di ba?? wala lang. skl. @SB19Official
 #SB19",makikita mo! with matching pandidilat ng mata at hampas pa yan. di'ba?? wala lang. skl. sb19.,,
,https://twitter.com/i/web/status/1463150210792706057,1.463150210792706e+18,"(0.125, 0.875, 0.0)",0,,,,
,https://twitter.com/i/web/status/1463150118425677826,1.4631501184256778e+18,"(0.11627906976744186, 0.6976744186046512, 0.18604651162790697)",1,"Hala anong klaseng comment to? May nabasa po
 kayong sinabi kong bayaran? Di ba po question mark yung nasa dulo? May sinabi ba akong masama sa mga motorista? Mga Pilipino rin sila na kababayan natin. Na vulnerable sa panloloko ng mga mapagsamantalang tao.",hala anong klaseng comment to? may nabasa po kayong sinabi kong bayaran? di'ba po question mark yung nasa dulo? may sinabi ba akong masama sa mga motorista? mga pilipino rin sila na kababayan natin. na vulnerable sa panloloko ng mga mapagsamantalang tao.,"What kind of comment is this? Did you read where I said to pay? Isn't that a question mark at the end? Did I say something bad about motorists? They are also Filipinos, our fellow countrymen. Who are vulnerable to being cheated by exploitative people",
,https://twitter.com/i/web/status/1463150015862484998,1.4631500158624847e+18,"(0.06818181818181818, 0.7272727272727273, 0.20454545454545456)",1,"Di ba nga marami sa mga job hiring ay 
pagandahan pa ng kanilang CV. Asahan nating ganun din dito sa mga naghahangad na maging presidente (at iba pang posisyon) Trabaho nating kilatisin ito. Sino ang maayos/matino? Sino nagpapanggap? Dito masisilayan ang kanilang kakayanan.",di'ba ang marami sa mga job hiring ay pagandahan pa ng kanilang cv. asahan nating ganun din dito sa mga naghahangad na maging (at iba pang posisyon) trabaho nating kilatisin ito. sino ang maayosmatino? sino nagpapanggap? dito masisilayan ang kanilang kakayanan.,Aren't many job hirings really about embellishing their CVs? Let's expect the same for those aspiring to be president (and other positions). It's our job to screen them out. Who is neat/sane? Who is pretending? This is where their abilities will be revealed,
,https://twitter.com/i/web/status/1463149929711353863,1.4631499297113539e+18,"(0.3333333333333333, 0.6666666666666666, 0.0)",0,,,,
,https://twitter.com/i/web/status/1463149851563094018,1.463149851563094e+18,"(0.7894736842105263, 0.21052631578947367, 0.0)",1,"so women are women are both pawns and
 trophies to prove some men's masculinity? kung di ba naman… #ViralScandal #ViralScandalConfessions",so women are women are both pawns and trophies to prove some men's masculinity? kung di'ba naman viralscandal viralscandalconfessions.,,
,https://twitter.com/i/web/status/1463149841580642307,1.4631498415806423e+18,"(0.14285714285714285, 0.38095238095238093, 0.42857142857142855)",1,"di ko talaga getz si Jackie. Di ba best friend mo
 si Lia. weirdo talaga etong magkapatid na Carlos #TWBUSurfaceTension 
ALDENxTWBU NewDay",di ko talaga getz si jackie. di'ba best friend mo si lia. weirdo talaga etong magkapatid na carlos aldenxtwbu newday.,,
,https://twitter.com/i/web/status/1463149812006617096,1.463149812006617e+18,"(0.0, 0.5714285714285714, 0.42857142857142855)",1,thanvina mo di ba kabit mo yan,thanvina mo di'ba kabit mo yan.,,
,https://twitter.com/i/web/status/1463149752158425090,1.463149752158425e+18,"(0.07692307692307693, 0.38461538461538464, 0.5384615384615384)",1,"Kung ni post mo yan di ba, flex mo jowa mo yawa
 ka","kung ni post mo yan di'ba, flex mo jowa mo yawa ka.",,
,https://twitter.com/i/web/status/1463149508225744906,1.463149508225745e+18,"(0.06666666666666667, 0.6, 0.3333333333333333)",1,"Jusme!!! Yan na yun? Wala na bang iba? Galingan 
nyo naman! Matatalino kayo di ba?",jusme! yan na yun? wala na bang iba? galingan nyo naman! matatalino kayo di'ba.,,
,https://twitter.com/i/web/status/1463149448037502976,1.4631494480375027e+18,"(0.06666666666666667, 0.6, 0.3333333333333333)",0,,,,
,https://twitter.com/i/web/status/1463149267946672134,1.463149267946672e+18,"(0.34615384615384615, 0.3076923076923077, 0.3076923076923077)",1,"hahaha may premyo nga na cherry mobile si bbm
 for spreading his vlog di ba o ayan ano gagawin nyo dyan eh No 1 spreader yan? #NoToMarcosDuterte2022 #NoToFakeNews #NoToRevisionism #NoToNarcosJr",hahaha may premyo ang na cherry mobile si bbm for spreading his vlog di'ba o ayan ano gagawin nyo dyan eh no 1 spreader yan? notomarcosduterte2022 notofakenews notorevisionism notonarcosjr.,,
,https://twitter.com/i/web/status/1463149140183969796,1.4631491401839695e+18,"(0.14285714285714285, 0.21428571428571427, 0.6428571428571429)",0,,,,
,https://twitter.com/i/web/status/1463148959086510082,1.46314895908651e+18,"(0.0, 0.5, 0.5)",1,panay videoke di ba kayo napapaos,panay videoke di'ba kayo napapaos.,,
,https://twitter.com/i/web/status/1463148950949482499,1.4631489509494825e+18,"(0.20833333333333334, 0.5833333333333334, 0.20833333333333334)",1,"naaalala ko na naman na sinabi ko sayo 
""congrats ate!"" HAHAHAHAHAHHA kasi di'ba mostly nga sa artists na JSL's is babae HAHAHAHAH",naaalala ko na naman na sinabi ko sayo congrats ate! hahahahahahha kasi di'ba mostly ang sa artists na jsl's is babae hahahahah.,,
,https://twitter.com/i/web/status/1463148903881003008,1.463148903881003e+18,"(0.125, 0.5, 0.375)",1,"Pano mo nasabi? May conclusion? Di ba 
nagtatanong?",pano mo nasabi? may conclusion? di'ba nagtatanong.,,
,https://twitter.com/i/web/status/1463148815167287296,1.4631488151672873e+18,"(0.15555555555555556, 0.6888888888888889, 0.15555555555555556)",0,,,,
,https://twitter.com/i/web/status/1463148800487219209,1.4631488004872192e+18,"(0.17142857142857143, 0.5714285714285714, 0.2571428571428571)",0,(nde tagalog),,,
,https://twitter.com/i/web/status/1463148639618887682,1.4631486396188877e+18,"(0.2, 0.55, 0.25)",0,,,,
,https://twitter.com/i/web/status/1463148428884471809,1.4631484288844718e+18,"(0.4166666666666667, 0.4166666666666667, 0.16666666666666666)",1,"i saw your post greeting jonaxx with your photo 
together sa ABS book signing. Sabi nya (non-verbatim:) ""finally may mukha ka na daw."" di ba? hehe. dun ko na laman na hindi ka babae. Haha",i saw your post greeting jonaxx with your photo together sa abs book signing. sabi nya (non-verbatim:) finally may mukha ka na daw. di'ba? hehe. dun ko na laman na hindi ka babae. haha.,"i saw your post greeting jonaxx with your photo 
together at the ABS book signing. He said (non-verbatim:) finally you have a face. right? hehe. that's where I got the idea that you're not a woman. Haha",
,https://twitter.com/i/web/status/1463148364552306692,1.4631483645523067e+18,"(0.2, 0.6666666666666666, 0.13333333333333333)",1,"Yes po. Kaya nga po convicted si Imelda di ba???
 Wag po kasi puro tiktok. :)",yes po. kaya ang po convicted si imelda di'ba? wag po kasi puro tiktok.,"Yes, that's why Imelda is convicted, right? Please don't use TikTok all the time.",
,https://twitter.com/i/web/status/1463148280485797895,1.463148280485798e+18,"(0.2857142857142857, 0.42857142857142855, 0.2857142857142857)",0,,,,
,https://twitter.com/i/web/status/1463148196184543239,1.4631481961845432e+18,"(0.16666666666666666, 0.5, 0.3333333333333333)",0,,,,
,https://twitter.com/i/web/status/1463148122566455302,1.4631481225664553e+18,"(0.21428571428571427, 0.5, 0.2857142857142857)",1,"Wahahaha relatable tlaga depende sa mood pano
 un di ba nagdudust pag walang cover?",wahahaha relatable tlaga depende sa mood pano un di'ba nagdudust pag walang cover.,"Wahahaha it's really relatable depending on the mood, isn't that annoying when there's no cover?",
,https://twitter.com/i/web/status/1463148034313785353,1.463148034313785e+18,"(0.15625, 0.5625, 0.28125)",1,"Gawain ng immatured at adik yan gaya ng amo 
mo. Mahuhuli din ang gumawa non tapos sasabihin hiniram ang celpon o na hack ang account. Familiar? Panay bbm supporters di ba? Pikit.",gawain ng immatured at adik yan gaya ng amo mo. mahuhuli din ang gumawa non tapos sasabihin hiniram ang celpon o na hack ang account. familiar? panay bbm supporters di'ba? pikit.,"That's the work of an immature and addicted person like your boss. The person who did that will also be caught and then told that the phone was borrowed or the account was hacked. Familiar? Always bbm supporters, right? It's a trap.",
,https://twitter.com/i/web/status/1463147859982061570,1.4631478599820616e+18,"(0.3333333333333333, 0.5555555555555556, 0.1111111111111111)",1,Di ba kayo mag papalit music sa story nyo,di'ba kayo mag papalit music sa story nyo.,,
,https://twitter.com/i/web/status/1463147825047298055,1.463147825047298e+18,"(0.125, 0.5625, 0.3125)",1,"Never ako magseselos ky Kuya Ben..di ba Babe,
 Kuya naten sya?? Di ba Kuya Ben?","never ako magseselos ky kuya ben..di'ba babe, kuya naten siya?? di'ba kuya ben.","I'll never be jealous of Kuya Ben.. right, Babe?
He's our Kuya?? Right, Kuya Ben?",
,https://twitter.com/i/web/status/1463147710542843909,1.463147710542844e+18,"(0.375, 0.4375, 0.1875)",0,,,,
,https://twitter.com/i/web/status/1463147698190790661,1.4631476981907907e+18,"(0.42857142857142855, 0.5714285714285714, 0.0)",1,Biglang nag bulk up di ba? Katuwa!,biglang nag bulk up di'ba? katuwa.,"Suddenly bulked up, right? Amusing!",
,https://twitter.com/i/web/status/1463147694768099329,1.4631476947680993e+18,"(0.6, 0.4, 0.0)",1,Fax no lays di ba?,fax no lays di'ba.,,
,https://twitter.com/i/web/status/1463147471920525315,1.4631474719205253e+18,"(0.2, 0.5, 0.3)",1,kelan ka ba luluwas @ajadearhannah,kelan ka ba luluwas.,,
,https://twitter.com/i/web/status/1463147441922842627,1.4631474419228426e+18,"(0.0, 0.75, 0.25)",1,Di ba turon HAHAHAH,di'ba turon hahahah.,Isn't it turon HAHAHAH,
,https://twitter.com/i/web/status/1463147421333024771,1.4631474213330248e+18,"(0.0, 0.8181818181818182, 0.18181818181818182)",1,"DI BA ATE . MEDYO LUMIKO NA NAMAN TAYO 
NG LANDAS HAHAHAHA",di'ba ate. medyo lumiko na naman tayo ng landas hahahaha.,,
,https://twitter.com/i/web/status/1463147133087801350,1.463147133087801e+18,"(0.19047619047619047, 0.5714285714285714, 0.19047619047619047)",1,"putangina nyo di ba babasahin yang mga 
sinusulat nyo pag di nyo ilalagay ang isang member as th1rd wh33l or kab3t",putangina nyo di'ba babasahin yang mga sinusulat nyo pag di nyo ilalagay ang isang member as th1rd wh33l or kab3t.,,
,https://twitter.com/i/web/status/1463147000057065472,1.4631470000570655e+18,"(0.3125, 0.5625, 0.125)",0,,,,
,https://twitter.com/i/web/status/1463146955647995906,1.463146955647996e+18,"(0.6938775510204082, 0.10204081632653061, 0.20408163265306123)",1,"first off they should specify what specific test for 
cocaine did they do, and 2nd, as a person who lived near BGC, di ba Ususan sa may Garden of Memories un? anlayo sa St Lukes ah which is in Fort Bonifacio but please correct me if I’m wrong","first off they should specify what specific test for cocaine did they do, and 2nd, as a person who lived near bgc, di'ba ususan sa may garden of memories un? anlayo sa st lukes ah which is in fort bonifacio but please correct me if im wrong.","first off they should specify what specific test for 
cocaine did they do, and 2nd, as a person who lived near BGC, isn't Ususan at the Garden of Memories? Anlayo sa St Lukes ah which is in Fort Bonifacio but please correct me if I'm wrong",
,https://twitter.com/i/web/status/1463146502017011726,1.4631465020170117e+18,"(0.07692307692307693, 0.8461538461538461, 0.07692307692307693)",0,,,,
,https://twitter.com/i/web/status/1463146432051875846,1.4631464320518758e+18,"(0.13333333333333333, 0.4, 0.4666666666666667)",1,"sige harutan pa di ba ang saket nung nawala eme
 hahaha good evening ate nin",sige harutan pa di'ba ang saket nung nawala eme hahaha good evening ate nin.,,
,https://twitter.com/i/web/status/1463146380214476807,1.4631463802144768e+18,"(0.16666666666666666, 0.5555555555555556, 0.2777777777777778)",1,"Di ba??? Kung ako sa kanya magrereklamo ako 
bat walang header ung results ko hahaha eme. Yey hi!",di'ba? kung ako sa kanya magrereklamo ako bat walang header ung results ko hahaha eme. yey hi.,,
,https://twitter.com/i/web/status/1463146244289613829,1.4631462442896138e+18,"(0.16666666666666666, 0.5, 0.3333333333333333)",0,,,,
,https://twitter.com/i/web/status/1463146200149147648,1.4631462001491476e+18,"(0.0, 0.625, 0.375)",0,,,,
,https://twitter.com/i/web/status/1463146115872612355,1.4631461158726124e+18,"(0.041666666666666664, 0.875, 0.08333333333333333)",1,"di ba pedeng ikaw naman yung magpagaan ng 
loob ko? hindi yung magiging isa ka rin sa reason kung bat mabigat yung loob ko?",di'ba pedeng ikaw naman yung magpagaan ng loob ko? hindi yung magiging isa ka rin sa reason kung bat mabigat yung loob ko.,,
,https://twitter.com/i/web/status/1463145812829954053,1.463145812829954e+18,"(0.17391304347826086, 0.5217391304347826, 0.30434782608695654)",1,"Naging medtech bigla ang journalist na walang 
alam. Cocaine residue stays in the body for; 1. Urine for around two to five days. 2. Saliva for around two hours, but there have been some traces of cocaine found in saliva as long as 19 hours. 3. Hair for up to 90 days.","naging medtech bigla ang journalist na walang alam. cocaine residue stays in the body for; 1. urine for around two to five days. to. saliva for around two hours, but there have been some traces of cocaine found in saliva as long as 19 hours. 3. hair for up to 90 days.","The journalist suddenly became a medtech without knowledge. Cocaine residue stays in the body for; 1. Urine for around two to five days. 2. Saliva for around two hours, but there have been some traces of cocaine found in saliva as long as 19 hours. 3. Hair for up to 90 days.",
,https://twitter.com/i/web/status/1463145754936020996,1.4631457549360207e+18,"(0.15789473684210525, 0.5263157894736842, 0.3157894736842105)",0,,,,
,https://twitter.com/i/web/status/1463145513721626625,1.4631455137216266e+18,"(0.14285714285714285, 0.42857142857142855, 0.42857142857142855)",1,"Paimpress agad di ba pwede sweet

#THATHSecretIsOut
KapusoBrigade 
@MulawinBatalion",paimpress agad di'ba pwede sweet thathsecretisout kapusobrigade.,,
,https://twitter.com/i/web/status/1463145430183817219,1.4631454301838172e+18,"(0.0, 0.7777777777777778, 0.2222222222222222)",1,Oo tapos gusto nila pasalamat tayo! Hayup di ba!,oo tapos gusto nila pasalamat tayo! hayup di'ba.,"Yes, then they want us to thank them! Aren't they animals?!",
,https://twitter.com/i/web/status/1463145300583874562,1.4631453005838743e+18,"(0.5, 0.3333333333333333, 0.16666666666666666)",1,i mean...? 'di ba sabi ko sayo tell it to me directly,i mean.? 'di'ba sabi ko sayo tell it to me directly.,I mean...? Didn't I tell you to tell it to me directly?,
,https://twitter.com/i/web/status/1463145240009736195,1.463145240009736e+18,"(0.0, 0.8571428571428571, 0.14285714285714285)",1,Di ba ko sanay da puyatan hmp,di'ba ko sanay da puyatan hmp.,Aren't I used to staying up late? hmp,
,https://twitter.com/i/web/status/1463144663586533377,1.463144663586533e+18,"(0.0, 0.5555555555555556, 0.4444444444444444)",0,,,,
,https://twitter.com/i/web/status/1463144627003817993,1.463144627003818e+18,"(0.2692307692307692, 0.5384615384615384, 0.19230769230769232)",1,"huuuy. bakit naman ganun? di ba uso pahinga 
sa boss mo? i had one head na ganyan din before pero buti na lang retired na sya.",huuuy. bakit naman ganun? di'ba uso pahinga sa boss mo? i had one head na ganyan din before pero buti na lang retired na siya.,huuuy. Why is that? Isn't it trendy to take a break from your boss? I had one head like that before but luckily he's retired.,
,https://twitter.com/i/web/status/1463144584696016903,1.463144584696017e+18,"(0.875, 0.0, 0.125)",0,,,,
,https://twitter.com/i/web/status/1463144394630914049,1.463144394630914e+18,"(0.3333333333333333, 0.5, 0.16666666666666666)",1,oh ʼdi ba hindi haphy endgame,oh di'ba hindi haphy endgame.,oh see? it's not a happy endgame,
