id,translated_text
851,"1463124217512169480,""i was just going to take a shower and my sister said 'you're leaving again?!' can't i just take a shower?"""
852,"1463137642862706691,""isn't it! i believe he'll be a sweet teacher."""
853,"1463107111668252674,""Insomnia right away? Can't it be Insufficient sleep first?"""
854,"1463125657911586817,""hi po! if you're a humannature user, maybe you can just buy from us. it will help a lot with our finances. 🙏✨ humanheartnature.combuyana ps: that's the father of my children, he's handsome, right?"""
855,"1463121100989100032,""can't the world just stop for a moment, even for a moment."""
856,"1463123459265814528,""Do we have a problem, Kim Namjoon?!?"""
857,"1463130719681757189,his back is so wide!"
858,"1463131066365984768,He's already at wardrobe levels."
859,"1463147698190790661,""He suddenly bulked up, right? How cute!"""
860,"1463109251992150022,""the karaoke here in the neighborhood goes from morning to night, don't you get tired?"""
861,"1463112957726904321,""sorry who am i to take a nap i guess i'll just wait for you to get tired."""
862,"1463111819183079434,""He's a God fearing candidate, right?"""
863,"1463133412173045776,""fuck you, aren't you tired of dedicating songs to that homewrecker?"""
864,"1463133517525573635,that's my favorite song."
865,"1463133756110237702,I HEAR IT EVERY DAY."
866,"1463135529218707466,""hahahha maybe sulutera soty."""
867,"1463136352992575491,the day isn't complete without a homewrecker."
868,"1463119357400137728,DO YOUR PLAYLIST/LIKED SONGS ON SPOTIFY REACH 100+?"
869,"1463124949099372545,""me with only 23"""
870,"1463125244630089731,h-ha."
871,"1463126475398279169,damn it."
872,"1463129379244941317,""aren't we bffs mine na pi."""
873,"1463132014190620674,oh so we're bffs."
874,"1463133328328970250,""so why did you like it?"""
875,"1463113358308102153,""songjean how are you? are you eating well? isn't your clothes hot? always put powder on your back, and put a towel too. miss you."""
876,"1463113596557168643,""Sungjin is that really you, I'm not sure hahaha."""
877,"1463126605253910539,""the one who mutes in space is an asshole!"""
878,"1463127649404928007,""that's true, who could it be? right?"""
879,"1463042537145638913,""will you agree to have boy supsup as our next president?"""
880,"1463137771334168586,""Why Boy Supsup? Who is that Boy Supsup? Isn't Boy Singhot the cocaine dependent?"""
881,"1463151913478737920,""let me repeat! just a survey!? is it okay to message an ex? i just wanted to recommend a song?"""
882,"1463153442185039878,""isn't it i just want to make you listen to a song?"""
883,"1463155420097306635,""that's right, I'll just let you listen, it doesn't mean anything."""
884,"1463117329013698563,""they said eight glasses a day right..."""
885,"1463119355835609096,""Isn't it enough that Wonwoo is my bias, that this Jeonghan has been playing a role (literally and figuratively) lately?"""
886,"1463124443258097664,""Ha ha ha just go! Awit"""
887,"1463131497905500174,""If you have hepa, you should do that to get well."""
888,"1463132196689133572,""Afraid to use his real account. Go ahead. Hahahahaha."""
889,"1463132430257303553,""It's better if it's a real account, right?"""
890,"1463134177105166339,""of course. small follower geh. hahaha hahahahaha. they should just stream bazinga. if they understood the meaning. then. they're not clowns anymore. hahahahahaba."""
891,"1463136538737483790,""I'm just bazinga."""
892,"1463113524746412035,""anyes: even though they are just npcs, but i love all of them! grego's supporting characters in the criminal investigation unit, they all have weird characters like grego:) if only xena's children were still a full team. question: don't you want to play it, sis? nope. because it will lose its essence. hehehehe."""
893,"1463122836025864197,""can't you post that? just crop it? skssksks :((("""
894,"1463074276861382666,""you're so lucky to get signed polaroids in enha albums, you guys are amazing."""
895,"1463083928974098435,""it makes you want to buy but it's really just luck."""
896,"1463115767818244099,""oh....... did you get one? didn't you buy a lot!"""
897,"1463335866915438595,""it's there! huhuhu let's pray for it."""
898,"1463101458811801606,""if you don't use mnemonics how do you review when there are so many terms in medtech? i don't review, i just pray haha just kidding. i write down terms and their most important meanings on a yellow pad or memo pad then curiouscat.qavitosartorisp."""
899,"1463114126423519238,""true, jax stans are a different breed. they're slightly intimidating because they're very serious. and then there's me, a vito girl who's also getting stupid with my life decisions. damn it."""
900,"1463117617799958535,""right hahahahahaha our only contribution is our beauty haha chz."""
901,"1463131794832642057,""hey HAHAHAHA as a vito stan i agree."""
902,"1463134310467129345,isn't it!"
903,"1463122087229362184,""#bakitsileni, simple lang. di'ba't ayaw n'yong manakawan? si vp leni lang naman ang principal author ng hb 19 or full disclosure bill na nag lalayong magmandato sa lahat ng gov't agencies na magdisclose ng kanilang budget and financial in a conspicuous manner."""
904,"1463178701709852673,""right, that's why she doesn't hesitate to publish her SALN. because there's nothing to hide. when there are no skeletons in the closet, you can answer right away on the spot without hesitation. in other words, always ready."""
905,"1463116528484696065,""why is that the tagline. it's like c is so suffocated in the lt. didn't c say that if you bash k, you're not his fan. it came from him himself that he makes her happy but you can't accept it."""
906,"1463121466434600960,""so don't get ahead of their decision. we're just fans. we should just support their decision, not be the ones to dictate. support system, right, just support. we don't own them."""
907,"1463112864772747266,""g'eve! eat your dinner, hey tita where's my treat?"""
908,"1463113443511533568,""didn't it arrive?"""
909,"1463113796537356292,no?"
910,"1463119069507244038,""i'm really crying, i don't really know why i still remember it, shouldn't i not remember it anymore, shouldn't you be okay self? every night, haaays, until when will it be like this, huhuhue."""
911,"1463100633980936193,""they gave me: straight i am: bi (i think) they gave me: 5'for i am: 411 na minsan 5'0 they gave me: hmmm taken i am: single and ready to mingle (open dms ko emz) they gave me: filipino i am: filipino reply and i'll tell you what i think based on your profile! reply na dali!"""
912,"1463112394473807879,loe po."
913,"1463113525631488004,""they gave me: straight i am: they gave me: 50 (right?! like we both smol?) i am: they gave me: taken by jk and your crushie i believe i am: they gave me: filipino i am:"""
914,"1463114185949126665,""they gave me: straight i am: straight they gave me: 50 (right?! like we both smol?) i am: 411 - 50 our height is shy compared to @cartkth HAHAHA they gave me: taken by jk and your crushie i believe i am: taken by both they gave me: filipino i am: filipino lady."""
915,"1463114816000692231,""so true we look like kids compared to shane hesos also it's official!???"""
916,"1463112855201275905,"": why does it seem like I don't feel like you're studying? aren't you enrolled? I don't feel like I'm studying either."""
