id,text,preprocessed_text,english_translation
1463131158443528195,"Imbis na i-spend natin yung energy natin magalit sa mga tao na walang physical distancing, sino ba muna nagbukas ng mga mall? May mapupuntahan bang air-conditioned, highly susceptible to transmission places kung 'di pa binubuksan ang malls in the first place?","imbis na i-spend natin yung energy natin magalit sa mga tao na walang physical distancing, sino ba muna nagbukas ng mga mall? may mapupuntahan bang air-conditioned, highly susceptible to places kung 'di pa binubuksan ang malls in the first place?","instead of spending our energy getting mad at people who don't practice physical distancing, who opened the malls in the first place? would there be air-conditioned, highly susceptible to transmission places to go to if the malls weren't opened in the first place?"
1463131163111817220,"At gets din na kailangan nang magtrabaho ng mga tao kasi sobrang hirap ng paralisado ang ekonomiya, pero dapat kasi pinaparisan ito ng gov't efforts na solusyonan ang pandemya. Simple lang e, sino ba may hawak ng budget at resources? Sino may hawak ng decision-making?","at gets din na kailangan nang magtrabaho ng mga tao kasi sobrang hirap ng paralisado ang ekonomiya, pero dapat kasi pinaparisan ito ng gov't efforts na solusyonan ang pandemya. simple lang e, sino ba may hawak ng budget at resources? sino may hawak ng decision-making?","and i get that people need to work because a paralyzed economy is so difficult, but it should be paired with government efforts to solve the pandemic. it's simple, who holds the budget and resources? who holds the decision-making power?"
1463131165389246465,'Di ba gobyerno? 'Di ba 'yang mga tarantadong nakaupo sa estadong nagpapakasasa sa bilyones ng Philhealth,Pharmally scandal at sandamukal pang scam at korapsyon sa gitna ng napakraming namamatay ngayong pandemya? 'Di ba nasa kanila ang pera? Sila rin nagbukas ng mall,"di'ba gobyerno? 'di'ba 'yang mga tarantadong nakaupo sa estadong nagpapakasasa sa bilyones ng, pharmally scandal at sandamukal pang scam at korapsyon sa gitna ng napakraming namamatay ngayong pandemya? 'di'ba nasa kanila ang pera? sila rin nagbukas ng mall."
1463131168715403270,"Kasi ~pressured~ at gusto na nilang kumita ang mga negosyo nila habang nageenjoy pa rin sa kickback sa mga pondong dapat na ginagamit pangsolusyon sa pandemya. Tapos mahirap, magkulong sa bahay, wala kang mapapala. Lumabas ka nang bahay, may risk din magkasakit. Saan lulugar?","kasi pressured at gusto na nilang kumita ang mga negosyo nila habang nageenjoy pa rin sa kickback sa mga pondong dapat na ginagamit pangsolusyon sa pandemya. tapos mahirap, magkulong sa bahay, wala kang mapapala. lumabas ka nang bahay, may risk din magkasakit. saan lulugar?","because they're pressured and they want their businesses to earn while still enjoying the kickbacks from the funds that should be used to solve the pandemic. and if you're poor, you stay at home, you get nothing. you go out, there's also a risk of getting sick. where do you stand?"
1463131171915632645,"Nung hindi pa binubuksan ang malls, according to data, nasa top ang Pilipinas sa pinakamasunurin sa mask-wearing protocols. Yung kayang magpractice ng social distancing nagpapractice naman, sa gitna ng highly militarized lockdown sinikap rin na hindi lumabas nang bahay.","nung hindi pa binubuksan ang malls, according to data, nasa top ang pilipinas sa pinakamasunurin sa mask-wearing protocols. yung kayang magpractice ng social distancing nagpapractice naman, sa gitna ng highly militarized lockdown sinikap rin na hindi lumabas nang bahay.","before the malls were opened, according to data, the philippines was at the top in terms of compliance with mask-wearing protocols. those who could practice social distancing did so, and in the midst of a highly militarized lockdown, they also tried not to go out."
1463131174507741192,"Sa komyu kahit halos ka-size lang ng mga banyo ang mga kabahayan ng mga urban poor, sinisikap pa rin nilang maging malinis even without access to proper bathrooms and sanitation, and enough space for 'social distancing', with plastic wastes from the city surrounding them.","sa komyu kahit halos ka-size lang ng mga banyo ang mga kabahayan ng mga urban poor, sinisikap pa rin nilang maging malinis even without access to bathrooms and sanitation, and enough space for 'social distancing', with plastic wastes from the city surrounding them.","in the community, even though the houses of the urban poor are almost the size of bathrooms, they still strive to be clean even without access to proper bathrooms and sanitation, and enough space for 'social distancing', with plastic wastes from the city surrounding them."
1463131177062068230,"TL;DR: Sana i-spend na lang yung energy na igiit sa estadong panagutan ang kasalanan nito ngayong pandemya, kasi halos wala itong nagawang tama. Sayang energy manigaw ng 'KAYO DAHILAN NG SURGE PESTE KAYO!' sa mga nasa mall isa-isa. Akala ko rin dati productive 'yon, 'di pala.","tl;dr: sana i-spend na lang yung energy na igiit sa estadong panagutan ang kasalanan nito ngayong pandemya, kasi halos wala itong nagawang tama. sayang energy manigaw ng 'kayo dahilan ng surge peste kayo!' sa mga nasa mall isa-isa. akala ko rin dati 'yon, 'di pala.","tl;dr: i hope we just spend our energy insisting that the state take responsibility for its sins during this pandemic, because it has done almost nothing right. it's a waste of energy to shout 'you're the reason for the surge, you pests!' at people in the malls one by one. i used to think that was productive, but it's not."
1463130701612531712,"Nalilimutan ko manood ng New World...di kasi pinapaalala ng @Netflix_PH, di ba no? 🤪","nalilimutan ko manood ng new kasi pinapaalala ng, di'ba no?","i keep forgetting to watch new world... because @netflix_ph doesn't remind me, right?"
1463403636399038467,🤣 wala man lang silang post. nakakaloka. netflix original series di ba po.,wala man lang silang post. nakakaloka. netflix original series di'ba po.,"they don't even have a post. it's crazy. it's a netflix original series, right?"
1463505436989034496,Wala man lang promo buti na lang mas masisipag mga airens!,wala man lang promo buti na lang mas masisipag mga airens!,"there wasn't even a promo, good thing the airens are more diligent!"
1463051674134913024,kala ko tuluyan na masisira araw ko dahil sa mga naging exams buti na lang na-credit na scholarship. sabihin mo salamat tdp!!!,kala ko tuluyan na masisira araw ko dahil sa mga naging exams buti na lang na-credit na. sabihin mo salamat tdp!,"i thought my day would be completely ruined because of the exams, but good thing my scholarship got credited. say thank you, tdp!"
1463129057328267264,"deretso nagreflect na sa accounting sa olfu e, nacredit na siya kasi wala kami atm di ba. try mo check landbank app mo kung meron ka baka may laman na rin inyo","deretso nagreflect na sa accounting sa olfu e, nacredit na siya kasi wala kami atm di'ba. try mo check landbank app mo kung meron ka baka may laman na rin inyo.","it reflected directly in the accounting at olfu, it's already credited because we don't have an atm, right? try checking your landbank app if you have one, maybe yours has money in it too."
1463117094396989449,Another day of mas may pag-promote pa si Kumu kesa kay Kanin.,another day of mas may pag-promote pa si kumu kesa kay kanin.,another day of kumu promoting more than kanin.
1463120061841903621,"Nagiging main source of ayuda na rin madalas eh. Labyu, Kumu!","nagiging main source of ayuda na rin madalas eh. labyu, kumu!","it's often becoming the main source of aid. love you, kumu!"
1463122765498576897,"Haha. Let me guess, kasama rin si Tiktok sa top apps mo because of them? 🤣🤣","haha. let me guess, kasama rin si tiktok sa top apps mo because of them?","haha. let me guess, tiktok is also one of your top apps because of them?"
1463123819162267649,"Same. Sino nga ulit tayo? Tayo 'yung never nakita 'yung self downloading Tiktok 'di ba? Now, here were are... All because of DB! 🥲 🥲","same. sino nga ulit tayo? tayo 'yung never nakita 'yung self downloading tiktok 'di'ba? now, here were are. all because of db!","same. who are we again? we're the ones who never saw ourselves downloading tiktok, right? now, here we are... all because of db!"
1463132131387793415,Di ba? Super nagulat ako meron Trivia Loooove 🥺,di'ba? super nagulat ako meron trivia loooove.,right? i was so surprised there was trivia love.
1463133469668560897,Yesss! I love that line so much! Yung WAB Eternal pin din super nice 🥺 where did you buy plssss,yesss! i love that line so much! yung wab eternal pin din super nice where did you buy plssss.,"yesss! i love that line so much! the wab eternal pin is also super nice. where did you buy it, please?"
1463142326919139329,#JaREDiToParty ibang au si reevo di ba? Kay sey yun!,ibang au si reevo di'ba? kay sey yun!,isn't reevo a different au? that's sey's!
1463135145951588358,inang mga tigyawat to ayaw ako iwan what's the deal,inang mga tigyawat to ayaw ako iwan what's the deal.,"these damn pimples won't leave me, what's the deal?"
1463135269138288644,di ba pwedeng maganda nalang kahit stressed at depressed,di'ba pwedeng maganda nalang kahit stressed at depressed.,can't i just be beautiful even when i'm stressed and depressed?
1463145266731630593,Hahaha ako to maganda kahit stressed at depressed,hahaha ako to maganda kahit stressed at depressed.,"hahaha, this is me, beautiful even when stressed and depressed."
1463124217512169480,"maliligo lang ako tas sabi ni ate ""aalis kana nanaman?!"" di ba pwedeng maliligo lang",maliligo lang ako tas sabi ni ate aalis kana nanaman?! di'ba pwedeng maliligo lang.,"i'm just going to take a shower and my sister said, ""you're leaving again?!"" can't i just take a shower?"
1463137642862706691,di ba!!! i believe he'll be a sweet teacher 🥺,di'ba! i believe he'll be a sweet teacher.,right!!! i believe he'll be a sweet teacher.
1463107111668252674,Insomnia agad? Di ba pwedeng Insufficent sleep muna🤣🤣🤣🤣,insomnia agad? di'ba pwedeng insufficent sleep muna.,insomnia right away? can't it be insufficient sleep first?
1463125657911586817,Hi po! If HumanNature user po kayo baka pwedeng samin na lang kayo bumili. Will help a lot in our finances. humanheartnature.com/buy/ana… *PS: tatay ng mga anak ko yan pogi naman di ba,hi po! if humannature user po kayo baka pwedeng samin na lang kayo bumili. will help a lot in our finances. ps: tatay ng mga anak ko yan pogi naman di'ba.,"hi! if you're a human nature user, maybe you can just buy from us. it will help a lot with our finances. *ps: that's the father of my children, he's handsome, right?"
1463121100989100032,di ba pwedeng itigil muna ang mundo saglet kahit saglet lang,di'ba pwedeng itigil muna ang mundo saglet kahit saglet lang.,"can't the world just stop for a moment, even just for a moment?"
1463123459265814528,May problema ba tayo ha Kim Namjoon???!??,may problema ba tayo ha kim namjoon?!?,"do we have a problem, kim namjoon?!?"
1463130719681757189,Ang lapad ng likod!,ang lapad ng likod!,his back is so wide!
1463131066365984768,Aparador levels na sya,aparador levels na siya.,he's at wardrobe level now.
1463147698190790661,Biglang nag bulk up di ba? Katuwa!,biglang nag bulk up di'ba? katuwa!,"he suddenly bulked up, right? so cool!"
1463109251992150022,umaga hanggang gabi yung nagkakaraoke dito sa kapitbahay ano di ba kayo mapapagod,umaga hanggang gabi yung nagkakaraoke dito sa kapitbahay ano di'ba kayo mapapagod.,"the neighbors here are singing karaoke from morning till night, don't you get tired?"
1463112957726904321,sorry sino ba naman ako para umidlip sabi ko nga aantayin ko na lang mapagod kayo 🥲,sorry sino ba naman ako para umidlip sabi ko'nga aantayin ko na lang mapagod kayo.,"sorry, who am i to take a nap? i guess i'll just wait for you guys to get tired."
1463111819183079434,God fearing candidate siya di ba?,god fearing candidate siya di'ba?,"he's a god-fearing candidate, right?"
1463133412173045776,tanginanyo di ba kayo nagsasawa kakadedicate ng sulutera,tanginanyo di'ba kayo nagsasawa kakadedicate ng sulutera.,"fuck you, don't you get tired of dedicating that song about a homewrecker?"
1463133517525573635,fav song po yan,fav song po yan.,that's my favorite song
1463133756110237702,ARAW ARAW KO NALANG NARIRINIG,araw araw ko nalang naririnig.,i hear it every day.
1463135529218707466,hahahha baka sulutera soty,hahahha baka sulutera soty.,"hahahha maybe sulutera"" (homewrecker) will be song of the year"
1463136352992575491,di complete ang araw pag walang sulutera,di complete ang araw pag walang sulutera.,"the day is not complete without sulutera"" (homewrecker)"
1463119357400137728,INAABOT NG 100+ YUNG PLAYLIST/LIKED SONGS NIO SA SPOTIFY ???,inaabot ng 100 yung playlistliked songs nio sa spotify?,your playlist/liked songs on spotify reaches 100+???
1463124949099372545,ako na 23 lang,ako na 23 lang.,me who only has 23.
1463125244630089731,H-ha,h-ha.,h-huh
1463126475398279169,TANGINA,tangina.,fuck
1463129379244941317,di ba bffs tayo mine na pi,di'ba bffs tayo mine na pi.,"aren't we best friends? mine now, please."
1463132014190620674,ay bffs pala tau,ay bffs pala tau.,"oh, so we're best friends."
1463133328328970250,so ba't mo nilike @naeviiz,so ba't mo nilike.,so why did you like it?
1463113358308102153,"Songjean kamusta ka na? Kumakain ka ba ng maayos? Di ba mainit yang suot mo? Pulbusan mo likod lagi ha, maglagay ka din ng towel. Miss you","songjean kamusta ka na? kumakain ka ba ng maayos? di'ba mainit yang suot mo? pulbusan mo likod lagi ha, maglagay ka din ng towel. miss you.","songjean, how are you? are you eating well? isn't what you're wearing hot? always put powder on your back, and put a towel too. miss you."
1463113596557168643,Sungjin ikaw ba talaga yan parang hindi ako sure HAHAHAHA,sungjin ikaw ba talaga yan parang hindi ako sure hahahaha.,"sungjin, is that really you? i'm not so sure, hahahaha."
1463126605253910539,epal nang mumute sa space !!!!,epal nang mumute sa space!,annoying person muting in the space!
1463127649404928007,"totoo, cno kaya? di ba @imissyounish","totoo, cno kaya? di'ba.","true, i wonder who? right, @imissyounish?"
